Time,Current (A),Current_scaled,Voltage (V),Voltage_scaled,Wattage (W),Wattage_scaled,Temperature Indoor (°C),Temperature Outdoor (°C),Set Point (°C),Alpha (°C),Alpha_scaled,Beta (°C),Beta_scaled,Supply (°C),Return (°C),Delta (°C),Delta_scaled,Cycle,Condition,Unit
2025-03-24 20:57:36,2.63,1.261682242990654,217.54,0.3121739130434781,571.25,1.1249492076391712,23.1,28.1,24,-0.8999999999999986,0.2100000000000001,5.0,0.3333333333333333,20.0,23.1,3.1000000000000014,0.4764705882352942,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-03-25 07:23:40,0.06,-8.000000000000004,221.07,0.3633333333333332,12.97,-8.024057971014493,23.7,25.7,24,-0.3000000000000007,0.2699999999999999,2.0,0.1666666666666666,23.7,23.7,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-15 02:38:38,1.36,0.0917431192660551,232.13,0.523623188405797,316.12,0.1049860390905464,24.4,24.1,24,0.3999999999999986,0.3399999999999998,-0.2999999999999971,0.038888888888889,19.0,24.4,5.399999999999999,0.6117647058823529,COOLING,NORMAL,NON INV 0.5PK
2025-06-15 02:49:44,1.37,0.1009174311926606,233.23,0.5395652173913043,319.45,0.1182688472277621,23.5,24.1,24,-0.5,0.25,0.6000000000000014,0.0888888888888889,20.0,23.5,3.5,0.5,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 18:31:50,1.28,-0.6060606060606057,217.87,0.3169565217391305,278.76,-0.8121212121212122,21.0,27.7,22,-1.0,0.2,6.699999999999999,0.4277777777777777,20.8,21.0,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-11 21:12:23,0.08,-7.866666666666671,234.92,0.5640579710144926,18.43,-7.865797101449275,21.6,25.4,24,-2.3999999999999986,0.0600000000000001,3.799999999999997,0.2666666666666665,21.6,21.6,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-17 00:55:57,1.44,0.165137614678899,228.34,0.468695652173913,327.78,0.1514958117271637,23.5,25.8,24,-0.5,0.25,2.3000000000000007,0.1833333333333333,20.0,23.5,3.5,0.5,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 22:44:20,0.08,-7.866666666666671,235.46,0.5718840579710146,18.04,-7.877101449275363,21.8,25.4,24,-2.2,0.0799999999999999,3.599999999999998,0.2555555555555554,21.8,21.8,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-04 16:34:45,0.08,-7.866666666666671,234.05,0.551449275362319,18.01,-7.877971014492754,21.5,26.9,24,-2.5,0.05,5.399999999999999,0.3555555555555554,21.5,21.5,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-27 16:51:09,1.3,-0.5454545454545452,214.34,0.2657971014492754,278.48,-0.8158102766798416,20.3,28.3,22,-1.6999999999999993,0.13,8.0,0.5,20.2,20.3,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-17 11:38:19,0.08,-7.866666666666671,227.51,0.4566666666666665,17.76,-7.885217391304349,21.9,28.5,24,-2.1000000000000014,0.0899999999999998,6.600000000000001,0.4222222222222223,21.9,21.9,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-16 10:43:18,1.5,0.2201834862385321,227.81,0.4610144927536232,340.59,0.202592740327084,22.3,29.3,24,-1.6999999999999993,0.13,7.0,0.4444444444444444,20.0,22.3,2.3000000000000007,0.4294117647058824,COOLING,NORMAL,NON INV 0.5PK
2025-03-27 19:56:34,1.28,-0.6060606060606057,217.14,0.3063768115942027,279.0,-0.8089591567852437,20.2,27.7,22,-1.8000000000000007,0.1199999999999999,7.5,0.4722222222222222,20.1,20.2,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-03-25 10:02:07,2.76,1.3831775700934577,211.35,0.2224637681159419,584.16,1.1774075579032912,24.0,31.9,24,0.0,0.3,7.899999999999999,0.4944444444444443,19.0,24.0,5.0,0.5882352941176471,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-03-26 12:30:44,1.34,-0.4242424242424238,212.65,0.241304347826087,285.84,-0.7188405797101451,21.7,30.6,22,-0.3000000000000007,0.2699999999999999,8.900000000000002,0.5500000000000002,21.5,21.7,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-03-27 20:47:59,1.29,-0.5757575757575755,213.35,0.2514492753623187,275.26,-0.8582345191040844,20.1,27.4,22,-1.8999999999999984,0.1100000000000001,7.299999999999997,0.4611111111111109,20.0,20.1,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-14 03:46:10,1.37,0.1009174311926606,230.22,0.4959420289855072,316.28,0.1056242520941362,22.5,24.4,24,-1.5,0.15,1.8999999999999984,0.161111111111111,20.0,22.5,2.5,0.4411764705882353,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 06:42:43,0.08,-7.866666666666671,231.51,0.5146376811594202,18.15,-7.873913043478261,22.4,24.2,24,-1.6000000000000014,0.1399999999999998,1.8000000000000007,0.1555555555555555,22.4,22.4,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-25 07:50:57,2.57,1.2056074766355138,217.45,0.3108695652173911,558.36,1.0725721251523772,23.8,26.2,24,-0.1999999999999993,0.2800000000000001,2.3999999999999986,0.1888888888888888,20.0,23.8,3.8000000000000007,0.5176470588235295,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-17 11:04:59,0.08,-7.866666666666671,228.04,0.4643478260869564,17.78,-7.884637681159421,22.8,29.1,24,-1.1999999999999993,0.18,6.300000000000001,0.4055555555555556,22.8,22.8,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-27 12:04:58,1.42,-0.181818181818182,219.03,0.333768115942029,311.08,-0.3862977602108037,21.1,33.7,22,-0.8999999999999986,0.2100000000000001,12.6,0.7555555555555555,20.9,21.1,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-13 13:55:19,1.49,0.2110091743119265,228.87,0.476376811594203,341.76,0.2072596729158355,23.2,30.7,24,-0.8000000000000007,0.2199999999999999,7.5,0.4722222222222222,20.0,23.2,3.2,0.4823529411764705,COOLING,NORMAL,NON INV 0.5PK
2025-06-16 10:49:22,1.48,0.201834862385321,227.28,0.4533333333333333,337.5,0.1902672516952532,22.4,29.1,24,-1.6000000000000014,0.1399999999999998,6.700000000000003,0.4277777777777779,20.0,22.4,2.3999999999999986,0.4352941176470587,COOLING,NORMAL,NON INV 0.5PK
2025-06-04 18:44:02,1.42,0.146788990825688,232.13,0.523623188405797,329.41,0.1579976067012366,21.8,26.5,24,-2.2,0.0799999999999999,4.699999999999999,0.3166666666666666,20.0,21.8,1.8000000000000007,0.4,COOLING,NORMAL,NON INV 0.5PK
2025-06-04 17:04:03,1.41,0.1376146788990824,232.68,0.5315942028985509,328.26,0.1534104507379337,22.1,27.0,24,-1.8999999999999984,0.1100000000000001,4.899999999999999,0.3277777777777777,20.0,22.1,2.1000000000000014,0.4176470588235295,COOLING,NORMAL,NON INV 0.5PK
2025-03-25 10:47:32,2.73,1.3551401869158877,212.73,0.2424637681159419,581.42,1.1662738724095894,23.9,31.4,24,-0.1000000000000014,0.2899999999999998,7.5,0.4722222222222222,20.0,23.9,3.899999999999999,0.5235294117647058,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-03-26 18:00:33,1.29,-0.5757575757575755,216.42,0.2959420289855071,278.55,-0.8148880105401842,21.0,28.0,22,-1.0,0.2,7.0,0.4444444444444444,20.8,21.0,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-14 12:45:14,1.53,0.2477064220183486,231.31,0.5117391304347827,354.22,0.2569605105704029,21.5,31.7,24,-2.5,0.05,10.2,0.6222222222222222,20.0,21.5,1.5,0.3823529411764705,COOLING,NORMAL,NON INV 0.5PK
2025-03-24 20:43:17,2.66,1.2897196261682244,215.85,0.2876811594202897,575.22,1.1410808614384398,23.2,28.1,24,-0.8000000000000007,0.2199999999999999,4.900000000000002,0.3277777777777779,20.0,23.2,3.2,0.4823529411764705,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-15 05:11:02,0.08,-7.866666666666671,229.92,0.4915942028985505,18.24,-7.871304347826087,22.2,23.6,24,-1.8000000000000007,0.1199999999999999,1.400000000000002,0.1333333333333334,22.2,22.2,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-15 09:30:38,1.43,0.1559633027522935,228.34,0.468695652173913,326.91,0.1480255285201436,22.4,27.5,24,-1.6000000000000014,0.1399999999999998,5.100000000000001,0.3388888888888889,20.0,22.4,2.3999999999999986,0.4352941176470587,COOLING,NORMAL,NON INV 0.5PK
2025-06-13 02:43:09,1.38,0.1100917431192659,231.85,0.5195652173913042,320.63,0.122975668129238,21.7,23.4,24,-2.3000000000000007,0.0699999999999999,1.6999999999999993,0.1499999999999999,20.0,21.7,1.6999999999999993,0.3941176470588234,COOLING,NORMAL,NON INV 0.5PK
2025-06-18 05:23:07,1.31,0.0458715596330275,227.51,0.4566666666666665,298.33,0.034024730753889,23.0,23.3,24,-1.0,0.2,0.3000000000000007,0.0722222222222222,20.0,23.0,3.0,0.4705882352941176,COOLING,NORMAL,NON INV 0.5PK
2025-06-05 10:53:15,1.46,0.18348623853211,228.81,0.4755072463768116,333.61,0.1747506980454727,21.4,28.3,24,-2.6000000000000014,0.0399999999999998,6.900000000000002,0.438888888888889,20.0,21.4,1.3999999999999986,0.376470588235294,COOLING,NORMAL,NON INV 0.5PK
2025-03-27 21:50:31,1.28,-0.6060606060606057,209.95,0.2021739130434781,267.94,-0.95467720685112,20.0,27.0,22,-2.0,0.1,7.0,0.4444444444444444,19.9,20.0,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-13 02:45:10,1.38,0.1100917431192659,232.96,0.5356521739130435,321.48,0.1263661747108097,21.6,23.4,24,-2.3999999999999986,0.0600000000000001,1.7999999999999972,0.1555555555555554,20.0,21.6,1.6000000000000014,0.3882352941176471,COOLING,NORMAL,NON INV 0.5PK
2025-03-28 03:19:05,1.25,-0.6969696969696968,213.09,0.2476811594202899,267.05,-0.9664031620553358,20.0,26.2,22,-2.0,0.1,6.199999999999999,0.3999999999999999,19.9,20.0,0.1,0.3,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-17 04:41:52,1.42,0.146788990825688,230.76,0.5037681159420289,327.28,0.1495013960909452,22.7,25.2,24,-1.3000000000000007,0.1699999999999999,2.5,0.1944444444444444,20.0,22.7,2.7,0.4529411764705882,COOLING,NORMAL,NON INV 0.5PK
2025-06-13 06:06:17,1.38,0.1100917431192659,229.14,0.4802898550724636,315.78,0.1036298364579176,22.3,22.8,24,-1.6999999999999993,0.13,0.5,0.0833333333333333,20.0,22.3,2.3000000000000007,0.4294117647058824,COOLING,NORMAL,NON INV 0.5PK
2025-06-04 18:53:07,1.43,0.1559633027522935,231.58,0.5156521739130436,330.05,0.1605504587155963,21.5,26.4,24,-2.5,0.05,4.899999999999999,0.3277777777777777,20.0,21.5,1.5,0.3823529411764705,COOLING,NORMAL,NON INV 0.5PK
2025-06-17 13:22:40,0.08,-7.866666666666671,225.93,0.4337681159420291,17.7,-7.8869565217391315,22.2,30.4,24,-1.8000000000000007,0.1199999999999999,8.2,0.5111111111111111,22.2,22.2,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-15 07:01:11,0.08,-7.866666666666671,229.11,0.4798550724637683,17.88,-7.881739130434783,21.7,25.6,24,-2.3000000000000007,0.0699999999999999,3.900000000000002,0.2722222222222223,21.7,21.7,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-04 16:15:34,1.45,0.1743119266055045,231.34,0.5121739130434783,335.17,0.1809732748304747,22.1,27.4,24,-1.8999999999999984,0.1100000000000001,5.299999999999997,0.3499999999999998,20.0,22.1,2.1000000000000014,0.4176470588235295,COOLING,NORMAL,NON INV 0.5PK
2025-03-24 00:10:46,2.59,1.2242990654205606,211.35,0.2224637681159419,547.19,1.0271840715156442,23.9,27.8,24,-0.1000000000000014,0.2899999999999998,3.900000000000002,0.2722222222222223,20.0,23.9,3.899999999999999,0.5235294117647058,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-17 03:41:09,1.41,0.1376146788990824,231.31,0.5117391304347827,326.15,0.1449940167530912,23.1,25.5,24,-0.8999999999999986,0.2100000000000001,2.3999999999999986,0.1888888888888888,20.0,23.1,3.1000000000000014,0.4764705882352942,COOLING,NORMAL,NON INV 0.5PK
2025-03-25 04:21:04,2.45,1.0934579439252337,215.53,0.2830434782608695,528.82,0.953410450737934,24.4,25.5,24,0.3999999999999986,0.3399999999999998,1.1000000000000014,0.1166666666666667,19.0,24.4,5.399999999999999,0.6117647058823529,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 01:54:30,1.25,-0.6969696969696968,218.35,0.3239130434782608,272.09,-0.9000000000000004,22.5,26.1,22,0.5,0.35,3.6000000000000014,0.2555555555555556,21.5,22.5,1.0,0.3529411764705882,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-05 08:25:45,1.4,0.1284403669724769,229.95,0.4920289855072462,322.81,0.1316713203031511,21.8,25.7,24,-2.2,0.0799999999999999,3.899999999999999,0.2722222222222221,20.0,21.8,1.8000000000000007,0.4,COOLING,NORMAL,NON INV 0.5PK
2025-06-13 13:28:04,1.5,0.2201834862385321,226.23,0.4381159420289853,339.01,0.1962903869166333,23.8,31.1,24,-0.1999999999999993,0.2800000000000001,7.300000000000001,0.4611111111111111,20.0,23.8,3.8000000000000007,0.5176470588235295,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 09:19:11,1.38,-0.3030303030303032,213.12,0.2481159420289855,293.88,-0.6129117259552042,21.3,31.9,22,-0.6999999999999993,0.23,10.599999999999998,0.6444444444444444,21.1,21.3,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-03-25 19:47:24,2.59,1.2242990654205606,216.96,0.3037681159420291,562.29,1.088541243396993,27.1,29.0,24,3.1000000000000014,0.6100000000000001,1.8999999999999984,0.161111111111111,18.0,27.1,9.1,0.8294117647058823,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-11 11:54:34,1.5,0.2201834862385321,230.76,0.5037681159420289,347.25,0.2291583566015157,21.9,30.4,24,-2.1000000000000014,0.0899999999999998,8.5,0.5277777777777778,20.0,21.9,1.8999999999999984,0.4058823529411763,COOLING,NORMAL,NON INV 0.5PK
2025-06-05 09:49:37,1.42,0.146788990825688,230.22,0.4959420289855072,327.54,0.150538492221779,22.5,27.8,24,-1.5,0.15,5.300000000000001,0.35,20.0,22.5,2.5,0.4411764705882353,COOLING,NORMAL,NON INV 0.5PK
2025-03-24 04:40:19,0.06,-8.000000000000004,220.08,0.348985507246377,13.06,-8.021449275362318,23.0,26.8,24,-1.0,0.2,3.8000000000000007,0.2666666666666667,23.0,23.0,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-26 06:05:33,1.21,-0.8181818181818181,220.57,0.356086956521739,267.91,-0.9550724637681156,21.1,25.2,22,-0.8999999999999986,0.2100000000000001,4.099999999999998,0.2833333333333332,20.9,21.1,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-04 17:41:25,1.4,0.1284403669724769,230.46,0.4994202898550726,322.23,0.1293577981651376,22.9,26.5,24,-1.1000000000000014,0.1899999999999998,3.6000000000000014,0.2555555555555556,20.0,22.9,2.8999999999999986,0.4647058823529411,COOLING,NORMAL,NON INV 0.5PK
2025-06-10 18:49:17,1.42,0.146788990825688,229.41,0.4842028985507245,325.58,0.142720382927802,24.0,26.0,24,0.0,0.3,2.0,0.1666666666666666,19.0,24.0,5.0,0.5882352941176471,COOLING,NORMAL,NON INV 0.5PK
2025-03-25 10:37:26,2.72,1.3457943925233646,210.89,0.2157971014492751,572.6,1.1304347826086958,23.9,31.6,24,-0.1000000000000014,0.2899999999999998,7.700000000000003,0.4833333333333335,20.0,23.9,3.899999999999999,0.5235294117647058,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-16 13:27:04,1.56,0.2752293577981651,224.68,0.4156521739130436,351.58,0.2464299960111686,22.4,32.1,24,-1.6000000000000014,0.1399999999999998,9.700000000000005,0.5944444444444447,20.0,22.4,2.3999999999999986,0.4352941176470587,COOLING,NORMAL,NON INV 0.5PK
2025-03-25 21:37:27,2.58,1.2149532710280373,212.96,0.2457971014492754,549.05,1.0347419748069888,23.4,28.1,24,-0.6000000000000014,0.2399999999999998,4.700000000000003,0.3166666666666668,20.0,23.4,3.3999999999999986,0.4941176470588234,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-15 08:33:04,0.08,-7.866666666666671,230.73,0.5033333333333332,18.04,-7.877101449275363,22.4,26.6,24,-1.6000000000000014,0.1399999999999998,4.200000000000003,0.288888888888889,22.4,22.4,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-14 02:43:36,1.38,0.1100917431192659,229.14,0.4802898550724636,316.43,0.1062225767850019,23.1,24.7,24,-0.8999999999999986,0.2100000000000001,1.599999999999998,0.1444444444444443,20.0,23.1,3.1000000000000014,0.4764705882352942,COOLING,NORMAL,NON INV 0.5PK
2025-06-15 19:39:45,1.4,0.1284403669724769,230.22,0.4959420289855072,322.08,0.1287594734742719,26.5,26.6,24,2.5,0.55,0.1000000000000014,0.0611111111111111,19.0,26.5,7.5,0.7352941176470589,COOLING,NORMAL,NON INV 0.5PK
2025-03-24 19:49:41,2.68,1.3084112149532712,218.17,0.3213043478260868,584.64,1.1793579845591222,23.7,28.4,24,-0.3000000000000007,0.2699999999999999,4.699999999999999,0.3166666666666666,20.0,23.7,3.6999999999999993,0.5117647058823529,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-03-27 14:01:51,1.35,-0.3939393939393935,214.28,0.2649275362318841,288.21,-0.6876152832674574,21.0,30.3,22,-1.0,0.2,9.3,0.5722222222222223,20.8,21.0,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-15 09:49:49,0.08,-7.866666666666671,232.38,0.5272463768115941,18.28,-7.870144927536232,21.7,28.7,24,-2.3000000000000007,0.0699999999999999,7.0,0.4444444444444444,21.7,21.7,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-24 00:13:48,2.61,1.2429906542056073,210.22,0.2060869565217391,549.3,1.0357578220235677,23.8,27.8,24,-0.1999999999999993,0.2800000000000001,4.0,0.2777777777777778,20.0,23.8,3.8000000000000007,0.5176470588235295,COOLING,MAINTENANCE 2,NON INV 0.5PK
2025-06-11 10:01:31,1.49,0.2110091743119265,227.55,0.4572463768115943,340.02,0.2003191065017948,23.0,29.2,24,-1.0,0.2,6.199999999999999,0.3999999999999999,20.0,23.0,3.0,0.4705882352941176,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 21:43:43,1.42,0.146788990825688,230.76,0.5037681159420289,326.9,0.147985640207419,21.6,25.2,24,-2.3999999999999986,0.0600000000000001,3.599999999999998,0.2555555555555554,20.0,21.6,1.6000000000000014,0.3882352941176471,COOLING,NORMAL,NON INV 0.5PK
2025-03-25 04:27:07,2.46,1.102803738317757,216.01,0.2899999999999998,531.4,0.9637016354208215,24.2,25.4,24,0.1999999999999993,0.3199999999999999,1.1999999999999993,0.1222222222222221,19.0,24.2,5.199999999999999,0.6,COOLING,NORMAL,NON INV 0.5PK
2025-06-11 01:46:33,1.39,0.1192660550458714,233.51,0.5436231884057969,325.13,0.1409254088552053,22.9,24.6,24,-1.1000000000000014,0.1899999999999998,1.7000000000000028,0.1500000000000001,20.0,22.9,2.8999999999999986,0.4647058823529411,COOLING,NORMAL,NON INV 0.5PK
2025-03-26 12:59:01,1.34,-0.4242424242424238,213.12,0.2481159420289855,285.96,-0.717259552042161,21.6,29.8,22,-0.3999999999999986,0.2600000000000001,8.2,0.5111111111111111,21.4,21.6,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-11 22:21:07,1.4,0.1284403669724769,232.4,0.5275362318840581,325.47,0.1422816114878341,22.1,25.5,24,-1.8999999999999984,0.1100000000000001,3.3999999999999986,0.2444444444444443,20.0,22.1,2.1000000000000014,0.4176470588235295,COOLING,NORMAL,NON INV 0.5PK
2025-03-27 12:19:04,1.39,-0.2727272727272729,215.94,0.2889855072463768,299.36,-0.5407114624505927,21.1,34.1,22,-0.8999999999999986,0.2100000000000001,13.0,0.7777777777777778,20.9,21.1,0.2,0.3058823529411765,COOLING,MAINTENANCE 1,INV 0.5PK
2025-06-18 05:58:31,0.08,-7.866666666666671,228.84,0.4759420289855073,17.95,-7.879710144927537,22.8,22.6,24,-1.1999999999999993,0.18,-0.1999999999999993,0.0444444444444444,22.8,22.8,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-03-25 04:40:15,0.06,-8.000000000000004,219.34,0.3382608695652174,13.19,-8.01768115942029,24.0,25.1,24,0.0,0.3,1.1000000000000014,0.1166666666666667,24.0,24.0,0.0,0.2941176470588235,IDLE,NORMAL,NON INV 0.5PK
2025-06-14 20:43:17,1.37,0.1009174311926606,229.95,0.4920289855072462,315.52,0.102592740327084,24.8,25.1,24,0.8000000000000007,0.38,0.3000000000000007,0.0722222222222222,19.0,24.8,5.800000000000001,0.6352941176470589,COOLING,NORMAL,NON INV 0.5PK
